label	sampleid	d	arrival	iforderpv_24h	decisionhabit_user	historyvisit_7ordernum	historyvisit_totalordernum	hotelcr	ordercanceledprecent	landhalfhours	ordercanncelednum	commentnums	starprefer	novoters	consuming_capacity	historyvisit_avghotelnum	cancelrate	historyvisit_visit_detailpagenum	delta_price1	price_sensitive	hoteluv	businessrate_pre	ordernum_oneyear	cr_pre	avgprice	lowestprice	firstorder_bu	customereval_pre2	delta_price2	commentnums_pre	customer_value_profit	commentnums_pre2	cancelrate_pre	novoters_pre2	novoters_pre	ctrip_profits	deltaprice_pre2_t1	lowestprice_pre	uv_pre	uv_pre2	lowestprice_pre2	lasthtlordergap	businessrate_pre2	cityuvs	cityorders	lastpvgap	cr	sid	visitnum_oneyear	h
1	45824	2016-05-21	2016-05-21	0	5.0	NULL	29	1.05	0.4	0	340	NULL	65.5	3	41.0	5.3	26	84	292.0	31.0	2.947	0.73	29	1.12	448.0	228.0	13.0	2.7	226.0	116	8.09	179.0	0.36	263.0	151	8.313	-3.0	156.0	2.813	8.669	222.0	14672	0.71	0.04	0.007	9579	1.41	285	2031	0
0	45825	2016-05-21	2016-06-09	0	7.0	NULL	5	1.05	0.4	0	2	NULL	73.3	1	32.0	7.5	9	22	170.0	74.0	0.487	NULL	5	1.09	279.0	168.0	13.0	1.6	173.0	15	1.236	53.0	0.56	127.0	94	1.233	NULL	109.0	0.74	1.842	106.0	79879	0.55	0.333	0.027	0	1.09	129	5226	20
1	45827	2016-05-21	2016-05-21	1	7.0	2	40	1.09	0.1	16	152	9	44.6	34	11.0	7.0	22	47	8.0	1.0	0.567	0.78	40	1.11	117.0	68.0	13.0	1.5	27.0	187	-0.161	184.0	0.35	390.0	409	-0.367	4.0	109.0	7.06	4.874	91.0	117124	0.72	0.5	0.08	5103	1.33	223	596	7
0	45828	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.04	0.0	0	0	776	83.1	249	64.0	NULL	427	NULL	270.0	0.0	44.3	NULL	3	1.03	670.0	120.0	13.0	2.1	334.0	NULL	2.166	900.0	0.78	1004.0	14	17.42	23.0	400.0	30.013	50.31	337.0	142676	0.36	54.067	11.607	18813	NULL	50	1235	11
0	45829	2016-05-21	2016-05-23	1	NULL	NULL	NULL	1.1	NULL	35	NULL	46	NULL	183	NULL	NULL	305	NULL	NULL	NULL	12.567	0.52	NULL	1.09	NULL	218.0	12.0	2.3	NULL	221	NULL	822.0	0.26	1467.0	796	2.713	13.0	255.0	18.307	47.71	235.0	NULL	0.53	7.173	1.347	2880	NULL	1	1581450	17
0	45830	2016-05-21	2016-05-21	1	NULL	NULL	NULL	1.08	NULL	6	NULL	6084	NULL	8591	NULL	NULL	2891	44	NULL	NULL	142.18	0.37	NULL	1.04	NULL	138.0	NULL	3.0	NULL	5903	NULL	3904.0	0.09	4861.0	8414	NULL	28.0	398.0	212.9	275.681	382.0	NULL	0.34	53.133	11.567	NULL	NULL	4	NULL	0
0	45833	2016-05-21	2016-05-28	1	NULL	NULL	NULL	1.08	NULL	2	NULL	231	60.0	367	22.0	NULL	592	NULL	-64.0	0.0	22.98	0.65	NULL	1.08	275.0	187.0	13.0	4.3	-49.0	2137	0.144	2607.0	0.27	3946.0	3390	0.14	24.0	339.0	70.033	88.509	324.0	NULL	0.62	1.093	0.193	NULL	NULL	3	NULL	23
1	45836	2016-05-21	2016-05-21	0	6.0	NULL	19	1.22	0.65	0	1453	168	56.9	277	26.0	6.0	282	NULL	59.0	90.0	4.447	0.55	19	1.09	257.0	151.0	7.0	2.4	113.0	321	2.388	224.0	0.35	373.0	538	3.84	28.0	198.0	4.28	6.201	144.0	85750	0.67	1.02	0.227	41069	1.08	74	1894	18
0	45838	2016-05-21	2016-05-22	0	NULL	NULL	NULL	1.04	0.0	19	0	NULL	52.7	54	28.0	NULL	191	NULL	99.0	40.0	24.113	NULL	6	1.02	207.0	198.0	13.0	2.5	-51.0	NULL	0.011	543.0	0.77	227.0	2	0.007	5.0	108.0	5.32	19.066	258.0	103950	0.23	0.36	0.04	222	NULL	258	2481	0
0	45839	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.07	0.25	0	1	410	52.5	559	28.0	NULL	240	NULL	-23.0	70.0	15.307	0.58	4	1.08	265.0	148.0	12.0	3.1	54.0	507	0.112	500.0	0.32	807.0	817	0.347	18.0	288.0	58.893	41.231	211.0	131146	0.64	6.187	1.173	20393	NULL	37	1370	10
0	45840	2016-05-21	2016-06-17	0	NULL	NULL	NULL	1.02	NULL	1	NULL	522	NULL	1035	NULL	NULL	593	NULL	NULL	NULL	134.427	0.03	NULL	1.02	NULL	419.0	NULL	3.5	NULL	1752	NULL	1482.0	0.2	1698.0	2014	NULL	NULL	308.0	187.713	251.532	275.0	NULL	0.03	0.54	0.027	52026	NULL	12	192	1
0	45841	2016-05-21	2016-05-21	0	1.0	NULL	8	1.03	0.01	0	2	53	72.5	159	54.0	1.0	529	NULL	-15.0	48.0	82.887	0.19	8	1.0	505.0	398.0	13.0	3.5	-15.0	269	8.104	269.0	0.39	412.0	412	0.12	5.0	520.0	29.853	29.853	520.0	52227	0.19	19.513	3.993	23598	1.0	160	470	15
0	45842	2016-05-21	2016-05-21	1	1.0	NULL	20	1.09	0.11	0	12	3	52.0	22	18.0	1.0	106	NULL	30.0	2.0	4.16	NULL	20	1.02	168.0	60.0	13.0	1.8	44.0	2	1.041	66.0	1.0	85.0	2	18.673	0.0	138.0	0.633	2.098	124.0	92702	0.55	0.727	0.14	16079	1.14	17	595	11
0	45843	2016-05-21	2016-05-21	0	1.0	NULL	1	1.01	0.0	0	0	12	100.0	55	51.0	1.0	50	NULL	403.0	24.0	7.18	0.15	1	1.02	511.0	159.0	12.0	1.8	343.0	94	0.972	70.0	0.41	130.0	145	1.647	0.0	108.0	10.227	9.423	169.0	347076	0.15	16.14	3.62	24332	1.0	44	124	2
1	45845	2016-05-21	2016-05-22	0	NULL	NULL	NULL	1.01	NULL	0	NULL	1	NULL	NULL	NULL	NULL	19	NULL	NULL	NULL	7.74	0.25	NULL	1.07	NULL	56.0	NULL	1.1	NULL	287	NULL	287.0	0.25	389.0	771	NULL	19.0	153.0	19.807	11.872	198.0	NULL	0.25	18.627	3.647	22065	1.0	24	152	7
1	45847	2016-05-21	2016-05-21	0	NULL	3	5	1.22	0.0	NULL	0	8	50.0	14	15.0	NULL	53	28	NULL	83.0	0.8	NULL	5	NULL	160.0	97.0	13.0	NULL	NULL	NULL	0.289	NULL	NULL	NULL	NULL	0.22	NULL	NULL	NULL	NULL	NULL	104066	NULL	0.007	NULL	1789	1.57	190	883	19
0	45851	2016-05-21	2016-05-21	0	NULL	NULL	2	1.04	0.01	7	1	NULL	60.0	64	68.0	NULL	425	NULL	171.0	79.0	44.72	0.84	2	1.11	605.0	599.0	12.0	4.8	136.0	740	1.248	691.0	0.27	906.0	1245	NULL	-16.0	434.0	39.68	38.862	469.0	193025	0.72	0.987	0.167	47746	NULL	71	400	17
0	45852	2016-05-21	2016-05-21	0	1.0	NULL	10	1.13	0.01	8	4	528	71.4	967	49.0	1.0	564	8	299.0	27.0	17.433	0.05	10	1.04	556.0	258.0	12.0	3.7	311.0	131	2.135	390.0	0.24	583.0	284	0.973	-2.0	257.0	31.08	26.377	245.0	47945	0.08	1.58	0.333	8139	1.09	146	1953	14
0	45853	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.06	NULL	0	NULL	2	50.0	2	60.0	NULL	19	NULL	401.0	100.0	1.753	NULL	NULL	1.02	580.0	46.0	13.0	2.5	302.0	NULL	1.83	NULL	0.6	5.0	4	1.827	-24.0	179.0	2.933	3.097	279.0	NULL	NULL	0.373	0.067	NULL	NULL	12	NULL	10
0	45854	2016-05-21	2016-05-21	0	26.0	NULL	NULL	1.04	NULL	36	NULL	1309	NULL	2469	NULL	26.0	965	24	NULL	NULL	97.74	0.27	NULL	1.07	NULL	120.0	7.0	3.8	NULL	6657	NULL	2560.0	0.38	3589.0	9485	NULL	-40.0	358.0	275.587	232.218	784.0	NULL	0.27	33.14	6.227	4919	1.0	316	775	17
1	45855	2016-05-21	2016-05-21	0	3.0	NULL	25	1.12	0.61	4	1200	611	78.8	919	51.0	2.5	245	NULL	325.0	15.0	9.573	NULL	25	1.19	465.0	243.0	13.0	0.0	325.0	9	4.806	9.0	0.42	23.0	23	3.34	NULL	140.0	0.593	0.593	140.0	13320	NULL	0.333	NULL	11616	1.33	10	369	18
0	45857	2016-05-21	2016-05-21	0	3.0	NULL	1	1.0	0.0	0	0	NULL	50.0	NULL	14.0	3.0	NULL	NULL	17.0	14.0	0.087	NULL	1	1.11	132.0	75.0	13.0	1.5	17.0	2	0.093	2.0	0.8	3.0	3	0.04	0.0	115.0	0.42	0.42	115.0	216637	NULL	33.14	6.227	3862	1.0	68	397	17
0	45858	2016-05-21	2016-06-02	0	5.0	NULL	3	1.07	0.67	0	2	882	60.0	1653	17.0	12.3	1518	NULL	26.0	0.0	90.24	0.18	3	1.1	186.0	248.0	13.0	1.7	37.0	4064	0.292	1439.0	0.39	1899.0	7131	0.54	NULL	160.0	95.027	68.292	149.0	511229	0.28	1.973	0.18	4681	1.0	99	984	6
0	45859	2016-05-21	2016-05-21	1	3.0	NULL	13	1.14	0.34	0	124	864	91.1	1393	34.0	2.8	482	1	64.0	0.0	14.313	0.91	13	1.16	355.0	413.0	12.0	3.1	32.0	128	2.346	748.0	0.37	1123.0	394	2.307	8.0	290.0	31.367	40.221	323.0	35150	0.72	54.067	11.607	22133	1.27	67	2192	21
1	45860	2016-05-21	2016-05-21	0	5.0	NULL	21	1.12	0.62	0	515	1146	69.2	1825	25.0	5.6	529	11	134.0	5.0	17.48	0.55	21	1.11	244.0	165.0	13.0	1.5	134.0	545	1.288	545.0	0.24	1107.0	1107	0.187	13.0	110.0	16.14	16.14	110.0	36779	0.55	17.14	3.6	3581	1.2	91	3394	21
1	45861	2016-05-21	2016-05-21	0	5.0	NULL	15	1.06	0.06	0	4	937	87.7	1515	33.0	5.0	2596	27	-822.0	2.0	185.82	0.3	15	1.03	315.0	896.0	13.0	5.5	-690.0	113	2.035	1265.0	0.22	1872.0	267	2.44	54.0	1137.0	143.287	207.003	1005.0	69823	0.35	19.513	3.993	247	1.57	133	809	14
1	45862	2016-05-21	2016-05-21	0	1.0	NULL	3	1.04	0.33	1	1	20	66.7	79	35.0	1.5	426	4	191.0	5.0	52.773	0.73	3	1.03	366.0	168.0	7.0	2.6	186.0	495	0.235	362.0	0.22	714.0	1111	1.387	9.0	175.0	48.92	40.727	180.0	4423	0.73	27.14	6.207	1982	1.12	147	4500	22
0	45864	2016-05-21	2016-05-21	1	NULL	NULL	3	1.1	1.0	5	3	NULL	40.0	60	28.0	NULL	364	4	138.0	0.0	17.667	0.15	3	1.05	258.0	198.0	12.0	2.9	69.0	1310	0.08	2137.0	0.41	2726.0	2190	1.553	15.0	120.0	112.613	89.127	189.0	323162	0.25	14.813	2.893	5223	1.0	163	1845	18
0	45868	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.05	NULL	0	NULL	4	NULL	81	NULL	NULL	501	NULL	NULL	NULL	46.473	NULL	NULL	1.02	NULL	68.0	NULL	1.5	NULL	41	NULL	41.0	0.3	45.0	45	NULL	0.0	108.0	6.207	6.207	108.0	NULL	NULL	16.14	3.62	NULL	NULL	7	NULL	16
1	45870	2016-05-21	2016-05-21	0	2.0	NULL	3	1.11	0.33	0	1	1603	50.0	3339	23.0	2.2	1235	2	-53.0	57.0	43.913	0.37	3	1.05	235.0	150.0	7.0	2.8	17.0	183	0.095	421.0	0.41	782.0	379	NULL	NULL	288.0	52.12	48.71	218.0	8757	0.38	17.14	3.6	7443	1.17	68	570	22
1	45871	2016-05-21	2016-06-02	0	NULL	NULL	NULL	1.16	0.0	7	1	1231	60.0	2428	47.0	NULL	1476	NULL	138.0	23.0	28.787	0.56	2	1.07	369.0	185.0	13.0	3.4	54.0	3353	-0.068	2705.0	0.14	3131.0	4430	NULL	NULL	231.0	178.56	141.342	315.0	409163	0.56	2.733	0.347	2994	NULL	10	364	13
1	45872	2016-05-21	2016-05-21	0	NULL	NULL	1	1.02	0.0	0	0	284	80.0	392	69.0	NULL	290	NULL	417.0	0.0	72.693	0.06	1	1.03	698.0	62.0	13.0	3.0	417.0	306	0.372	306.0	0.19	466.0	466	NULL	0.0	281.0	37.467	37.467	281.0	381600	0.06	15.627	2.933	40963	NULL	192	127	22
0	45873	2016-05-21	2016-05-23	0	5.0	NULL	8	1.03	0.09	0	29	655	43.3	1166	17.0	7.8	766	NULL	23.0	11.0	96.813	0.19	8	1.06	156.0	82.0	13.0	1.5	18.0	1558	0.005	1282.0	0.42	2031.0	2315	0.0	-1.0	133.0	106.533	90.32	138.0	40705	0.17	18.733	3.033	646	1.4	201	3592	9
1	45874	2016-05-21	2016-05-21	0	6.0	NULL	29	1.0	0.42	21	461	NULL	43.2	1	15.0	12.3	7	NULL	58.0	68.0	1.027	NULL	29	1.02	157.0	98.0	13.0	0.9	36.0	26	0.333	37.0	0.56	78.0	24	NULL	2.0	99.0	0.793	2.327	121.0	1940	0.53	10.307	2.52	1940	1.75	118	359	19
0	45876	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.06	NULL	0	NULL	82	NULL	149	NULL	NULL	102	36	NULL	NULL	6.347	0.59	NULL	1.15	NULL	220.0	7.0	1.9	NULL	151	NULL	155.0	0.31	291.0	277	NULL	17.0	180.0	16.38	9.324	133.0	NULL	0.6	53.133	11.567	3497	1.0	51	662	5
0	45878	2016-05-21	2016-05-21	0	6.0	NULL	5	1.0	0.01	0	3	10	40.0	10	18.0	6.0	NULL	22	108.0	82.0	0.173	NULL	5	1.01	168.0	68.0	12.0	0.5	106.0	2	0.265	51.0	1.0	56.0	2	0.627	2.0	60.0	0.473	0.825	62.0	365800	0.18	8.38	1.827	2894	1.0	118	489	13
0	45883	2016-05-21	2016-05-21	1	NULL	NULL	NULL	1.05	NULL	21	NULL	384	NULL	589	NULL	NULL	582	10	NULL	NULL	54.92	0.06	NULL	1.03	NULL	356.0	NULL	4.8	NULL	8056	NULL	5125.0	0.15	6975.0	11229	NULL	-104.0	609.0	846.953	606.455	521.0	NULL	0.06	13.673	2.287	NULL	NULL	10	NULL	1
0	45884	2016-05-21	2016-05-21	0	3.0	NULL	20	1.06	0.03	0	3	371	45.3	618	8.0	3.9	274	45	61.0	19.0	22.227	0.01	20	1.06	91.0	20.0	12.0	2.7	64.0	443	0.273	268.0	0.14	399.0	674	1.013	1.0	30.0	29.167	17.513	27.0	7628	0.01	10.74	0.813	6351	1.58	140	1911	12
0	45885	2016-05-21	2016-05-21	0	NULL	NULL	1	1.11	1.0	0	1	1518	NULL	1936	NULL	NULL	1610	NULL	NULL	NULL	50.98	0.52	1	1.09	NULL	111.0	12.0	5.0	NULL	1099	NULL	1099.0	0.17	1732.0	1732	0.08	25.0	111.0	126.167	126.167	111.0	137063	0.52	3.187	0.687	1712	1.0	134	2031	12
1	45886	2016-05-21	2016-05-22	1	NULL	NULL	NULL	1.02	NULL	1	NULL	585	NULL	766	NULL	NULL	392	NULL	NULL	NULL	112.54	0.06	NULL	1.02	NULL	274.0	12.0	3.6	NULL	528	NULL	2819.0	0.3	3797.0	812	1.333	30.0	340.0	61.52	249.224	1039.0	NULL	0.15	9.287	1.373	4517	NULL	17	230	15
0	45887	2016-05-21	2016-05-21	0	13.0	2	4	1.07	0.01	0	2	1599	60.0	2426	20.0	13.0	1029	46	-84.0	0.0	68.1	0.06	4	1.02	194.0	343.0	8.0	3.5	-84.0	851	0.063	851.0	0.18	1061.0	1061	0.06	NULL	278.0	72.647	72.647	278.0	273978	0.06	4.5	0.807	2189	1.0	454	133	19
1	45888	2016-05-21	2016-06-04	1	NULL	NULL	NULL	1.06	NULL	15	NULL	36	NULL	51	NULL	NULL	71	NULL	NULL	NULL	5.82	NULL	NULL	1.15	NULL	129.0	NULL	2.8	NULL	8	NULL	86.0	0.3	141.0	71	NULL	NULL	138.0	7.327	5.881	125.0	NULL	0.35	0.447	0.08	NULL	NULL	4	NULL	11
0	45891	2016-05-21	2016-05-21	0	8.0	NULL	3	1.02	0.0	2	0	39	60.0	1230	50.0	7.3	1400	NULL	148.0	19.0	282.62	0.02	3	1.02	410.0	393.0	13.0	3.4	117.0	946	0.351	1438.0	0.23	1748.0	1271	0.347	10.0	262.0	137.613	200.204	293.0	180471	0.07	15.627	2.933	10795	1.0	37	1303	17
0	45892	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.16	NULL	0	NULL	1466	NULL	1987	NULL	NULL	975	NULL	NULL	NULL	28.493	0.16	NULL	1.07	NULL	288.0	NULL	4.5	NULL	1574	NULL	1574.0	0.3	2409.0	2409	NULL	29.0	581.0	60.847	60.847	581.0	NULL	0.16	0.693	0.2	156	NULL	46	625	15
0	45895	2016-05-21	2016-05-21	0	2.0	NULL	NULL	1.04	NULL	0	NULL	1665	NULL	2305	NULL	3.0	1605	37	NULL	NULL	164.007	0.41	NULL	1.06	NULL	915.0	NULL	4.1	NULL	2758	0.226	1806.0	0.23	2847.0	3989	NULL	11.0	873.0	182.32	148.462	568.0	NULL	0.37	11.627	2.667	949	1.0	35	1288	10
0	45896	2016-05-21	2016-05-21	0	8.0	NULL	6	1.13	0.5	0	221	4249	70.0	6750	31.0	8.0	3540	NULL	52.0	24.0	105.107	0.52	6	1.08	390.0	499.0	13.0	3.7	-72.0	339	1.047	2716.0	0.16	4302.0	661	1.98	19.0	338.0	15.227	68.487	462.0	313252	0.64	54.067	11.607	33144	1.0	228	2758	0
0	45897	2016-05-21	2016-05-26	0	8.0	NULL	NULL	1.03	NULL	18	NULL	49	NULL	135	NULL	8.0	65	16	NULL	NULL	7.86	NULL	NULL	1.01	NULL	54.0	12.0	1.4	NULL	2	NULL	147.0	0.4	376.0	4	NULL	-1.0	69.0	2.487	8.85	83.0	NULL	0.38	0.4	0.053	439	1.0	59	1694	22
0	45898	2016-05-21	2016-05-21	0	3.0	NULL	3	1.1	0.33	0	1	246	40.0	497	5.0	3.0	1003	7	-150.0	100.0	32.367	0.46	3	1.13	59.0	189.0	13.0	4.0	-139.0	310	-0.038	1424.0	0.37	2309.0	691	NULL	8.0	209.0	48.92	57.017	198.0	113201	0.53	2.873	0.66	56	1.06	81	1936	7
1	45899	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.13	NULL	0	NULL	1728	NULL	2381	NULL	NULL	515	NULL	NULL	NULL	17.367	NULL	NULL	1.06	NULL	150.0	12.0	3.0	NULL	NULL	NULL	153.0	0.18	154.0	4	NULL	-15.0	128.0	1.093	7.667	238.0	NULL	0.7	0.34	0.067	NULL	NULL	1	NULL	23
1	45900	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.1	0.96	0	65	574	66.7	760	18.0	NULL	648	NULL	66.0	5.0	31.46	NULL	5	1.06	194.0	80.0	13.0	1.4	91.0	3	0.307	183.0	0.85	308.0	6	0.307	-10.0	128.0	1.16	5.817	103.0	88345	0.6	7.28	1.367	95	NULL	228	691	14
0	45901	2016-05-21	2016-05-23	0	1.0	NULL	4	1.01	0.5	0	2	27	40.0	51	36.0	4.5	4	13	219.0	3.0	1.533	NULL	4	1.06	299.0	108.0	11.0	1.8	194.0	17	0.303	36.0	0.57	60.0	37	NULL	-1.0	80.0	9.98	6.277	106.0	29590	0.48	1.573	0.107	2065	1.04	103	1930	13
0	45905	2016-05-21	2016-05-23	0	2.0	NULL	6	1.1	0.17	0	1	1180	48.0	1543	46.0	3.2	944	24	374.0	45.0	45.06	NULL	6	1.09	462.0	398.0	5.0	4.0	374.0	NULL	6.596	NULL	0.39	78.0	78	8.247	-11.0	88.0	35.287	35.287	88.0	47899	NULL	18.733	3.033	466	1.1	189	2131	23
0	45908	2016-05-21	2016-05-22	1	NULL	NULL	NULL	1.12	0.4	36	2	77	66.7	182	24.0	NULL	367	NULL	-130.0	14.0	15.107	0.56	5	1.08	292.0	120.0	NULL	2.5	122.0	1526	1.166	346.0	0.16	465.0	2172	NULL	4.0	422.0	77.887	15.664	171.0	63506	0.5	3.647	0.62	31680	NULL	1	3318603	18
0	45909	2016-05-21	2016-05-24	0	NULL	NULL	NULL	1.04	NULL	0	NULL	169	NULL	208	NULL	NULL	212	NULL	NULL	NULL	21.933	0.0	NULL	1.02	NULL	191.0	17.0	2.0	NULL	345	NULL	1604.0	0.26	2152.0	612	NULL	-23.0	150.0	105.5	134.232	337.0	NULL	0.03	0.733	0.047	19477	1.0	71	1262	22
0	45913	2016-05-21	2016-05-21	1	NULL	NULL	NULL	1.07	NULL	7	NULL	2991	NULL	4071	NULL	NULL	3539	NULL	NULL	NULL	180.093	0.29	NULL	1.03	NULL	498.0	NULL	3.6	NULL	2552	NULL	2149.0	0.19	3200.0	3682	NULL	4.0	705.0	279.02	232.849	554.0	NULL	0.39	53.133	11.567	988	NULL	1	1553	4
0	45914	2016-05-21	2016-06-01	0	2.0	NULL	1	1.02	1.0	0	1	NULL	NULL	2	NULL	2.0	2	5	NULL	NULL	0.727	0.01	1	1.05	NULL	288.0	NULL	1.4	NULL	710	NULL	384.0	0.28	516.0	925	NULL	NULL	289.0	41.473	29.643	326.0	86403	0.02	0.073	0.007	553	1.0	92	1110	12
0	45917	2016-05-21	2016-05-21	0	1.0	NULL	5	1.11	0.6	0	3	59	50.0	159	20.0	7.7	267	6	56.0	0.0	9.3	0.64	5	1.07	203.0	129.0	13.0	1.7	19.0	325	0.301	572.0	0.36	896.0	579	0.527	-6.0	147.0	43.64	31.001	184.0	39363	0.56	27.14	6.207	15204	1.15	24	621	0
0	45918	2016-05-21	2016-06-03	1	NULL	NULL	6	1.06	0.02	0	1	2	86.7	25	51.0	NULL	117	1	262.0	35.0	9.393	NULL	6	1.06	520.0	258.0	13.0	2.4	216.0	2	2.133	64.0	0.52	95.0	25	1.82	NULL	258.0	9.393	10.053	305.0	57868	0.05	NULL	NULL	20770	1.33	7	1425	20
1	45921	2016-05-21	2016-05-23	1	1.0	NULL	3	1.04	1.0	0	52	94	NULL	228	NULL	1.0	143	NULL	NULL	NULL	14.873	NULL	3	1.04	NULL	98.0	12.0	2.2	NULL	54	NULL	78.0	0.36	174.0	83	NULL	1.0	106.0	5.207	10.202	99.0	70976	0.01	0.113	0.007	1477	1.0	42	2338	15
0	45922	2016-05-21	2016-05-21	0	7.0	NULL	10	1.0	0.03	2	1	NULL	83.8	NULL	23.0	7.0	NULL	2	-525.0	9.0	0.047	0.65	10	1.07	238.0	38.0	12.0	5.0	-525.0	689	1.485	689.0	0.26	945.0	945	0.633	0.0	763.0	23.453	23.453	763.0	26613	0.65	0.16	0.033	23218	1.35	50	1059	1
0	45924	2016-05-21	2016-06-04	0	NULL	NULL	NULL	1.02	NULL	0	NULL	622	NULL	1222	NULL	NULL	242	NULL	NULL	NULL	51.22	0.01	NULL	1.02	NULL	194.0	12.0	3.3	NULL	847	NULL	750.0	0.16	1048.0	1208	NULL	NULL	188.0	145.947	175.328	162.0	NULL	0.06	2.187	0.16	698	NULL	51	1692	0
0	45925	2016-05-21	2016-06-04	0	2.0	NULL	NULL	1.05	NULL	0	NULL	6	NULL	176	NULL	1.5	503	NULL	NULL	NULL	40.707	0.43	NULL	1.07	NULL	160.0	NULL	2.6	NULL	162	NULL	717.0	0.51	1126.0	437	NULL	NULL	313.0	42.327	41.713	334.0	NULL	0.56	2.6	0.147	3715	1.0	197	757	20
0	45926	2016-05-21	2016-05-27	0	1.0	NULL	NULL	1.1	NULL	2	NULL	1552	NULL	2262	NULL	1.0	770	NULL	NULL	NULL	34.56	NULL	NULL	1.09	NULL	265.0	12.0	2.9	NULL	21	NULL	425.0	0.43	575.0	79	NULL	-5.0	120.0	17.58	20.027	195.0	NULL	0.71	0.22	0.033	19158	1.0	10	282	10
0	45927	2016-05-21	2016-05-21	0	NULL	NULL	NULL	1.02	NULL	0	NULL	374	NULL	313	NULL	NULL	90	NULL	NULL	NULL	20.92	0.04	NULL	1.02	NULL	88.0	NULL	2.0	NULL	923	NULL	923.0	0.09	552.0	552	NULL	NULL	25.0	80.4	80.4	25.0	NULL	0.04	4.833	0.473	976	1.0	43	382	13
0	45930	2016-05-21	2016-05-21	0	6.0	NULL	NULL	1.04	NULL	37	NULL	35	NULL	45	NULL	6.0	24	2	NULL	NULL	1.38	0.49	NULL	1.13	NULL	138.0	NULL	3.0	NULL	293	NULL	206.0	0.52	348.0	496	NULL	NULL	266.0	5.953	4.062	221.0	NULL	0.49	0.053	NULL	1532	1.0	48	852	6
0	45933	2016-05-21	2016-05-21	1	2.0	NULL	NULL	1.04	NULL	48	NULL	82	NULL	104	NULL	2.0	82	15	NULL	NULL	8.253	0.31	NULL	1.06	NULL	121.0	NULL	1.9	NULL	403	NULL	407.0	0.37	554.0	714	NULL	5.0	60.0	15.4	20.068	159.0	NULL	0.21	7.693	1.727	0	1.0	28	326	22
0	45934	2016-05-21	2016-05-21	1	NULL	1	NULL	1.03	NULL	29	NULL	NULL	NULL	NULL	NULL	NULL	2	39	NULL	NULL	0.207	0.73	NULL	1.13	NULL	88.0	NULL	1.1	NULL	186	NULL	160.0	0.26	257.0	444	NULL	-3.0	80.0	6.507	2.768	68.0	NULL	0.73	17.14	3.6	NULL	NULL	7	NULL	10
1	45935	2016-05-21	2016-05-21	1	19.0	1	2	1.02	0.5	0	1	6649	60.0	9202	19.0	22.5	5076	89	NULL	1.0	1297.747	0.04	2	1.02	NULL	723.0	12.0	5.0	NULL	6649	NULL	5029.0	0.13	6724.0	9195	NULL	-51.0	723.0	1297.747	999.244	612.0	2339	0.04	13.673	2.287	296	1.17	50	1282	7
1	45937	2016-05-21	2016-05-28	1	20.0	NULL	NULL	1.03	NULL	6	NULL	179	NULL	277	NULL	20.0	208	93	NULL	NULL	42.393	0.12	NULL	1.04	NULL	220.0	NULL	2.7	NULL	271	NULL	245.0	0.25	475.0	911	NULL	0.0	188.0	93.867	120.032	206.0	NULL	0.14	2.947	0.273	21	1.0	28	1857	13
0	45939	2016-05-21	2016-06-01	0	8.0	NULL	NULL	1.04	NULL	6	NULL	4027	NULL	4679	NULL	7.5	2424	23	NULL	NULL	178.227	0.3	NULL	1.04	NULL	60.0	NULL	2.4	NULL	776	NULL	609.0	0.44	718.0	248	NULL	NULL	179.0	44.3	37.729	306.0	NULL	0.23	1.767	0.18	2749	1.0	42	258	8
1	45941	2016-05-21	2016-06-07	1	13.0	NULL	NULL	1.0	NULL	0	NULL	NULL	NULL	9	NULL	13.0	3	47	NULL	NULL	0.367	0.69	NULL	1.08	NULL	98.0	NULL	1.5	NULL	266	NULL	266.0	0.35	496.0	496	NULL	NULL	127.0	10.48	10.48	127.0	NULL	0.69	0.073	0.033	62	1.0	4	140	20
0	45943	2016-05-21	2016-05-27	0	4.0	NULL	3	1.01	0.0	17	0	441	76.7	489	50.0	5.8	340	11	-347.0	66.0	142.107	0.0	3	1.0	553.0	1463.0	15.0	3.7	-265.0	82	0.543	118.0	0.17	148.0	92	0.547	-272.0	900.0	78.42	53.305	818.0	322724	0.03	0.58	0.027	4642	1.0	19	664	17
1	45944	2016-05-21	2016-05-21	1	NULL	NULL	NULL	1.09	NULL	0	NULL	689	NULL	1444	NULL	NULL	793	NULL	NULL	NULL	38.027	0.56	NULL	1.09	NULL	165.0	NULL	1.6	NULL	466	NULL	500.0	0.27	849.0	644	NULL	1.0	167.0	33.027	28.21	111.0	NULL	0.44	19.513	3.993	NULL	NULL	3	NULL	13
